ID,书名,密码,链接
2000,《一寸河山一寸血(套装共5册) 》,百度网盘密码：2y5g     360网盘密码：22c4     ,{'百度网盘': 'http://pan.baidu.com/s/1hs8Yb6s'}
5615,《恐怖的人狼城（套装全集）》,百度网盘密码：5z88     ,{'百度网盘': 'http://pan.baidu.com/s/1qYtSZUW'}
1522,《知日·杂货》,百度网盘密码：8gy8     ,{'百度网盘': 'http://pan.baidu.com/s/1mhOid2w'}
1598,《苗疆蛊事》【正版全集】,百度网盘密码：37sv     ,{'百度网盘': 'http://pan.baidu.com/s/1hsNQ7wK'}
4873,《时间的轨迹：不可遗忘的历史系列丛书（套装共14册）》,百度网盘密码：tk0p     360网盘密码：8da6     ,{'百度网盘': 'http://pan.baidu.com/s/1eRTOdu6'}
2323,《白色巨塔》,百度网盘密码：h4u4     ,{'百度网盘': 'http://pan.baidu.com/s/1pLB1PNl'}
2251,《泛若不系之舟》,百度网盘密码：t7vw     ,{'百度网盘': 'http://pan.baidu.com/s/1jHMleDK'}
3009,《锌皮娃娃兵》,百度网盘密码：v9a9     ,{'百度网盘': 'http://pan.baidu.com/s/1o8csLse'}
1457,《一千零一夜（又名：天方夜谭）》,百度网盘密码：vt72     ,{'百度网盘': 'http://pan.baidu.com/s/1dECkZDJ'}
788,《阳神》【全本】,百度网盘密码：jzsh     ,{'百度网盘': 'http://pan.baidu.com/s/1o88ed0Q'}
149,中国国学大典5辑下载（缺3辑）,百度网盘密码：ct64     ,{'百度网盘': 'http://pan.baidu.com/s/1jIjjhrC'}
1108,《 失乐园 》,百度网盘密码：cfid     ,{'百度网盘': 'http://pan.baidu.com/s/1mh5kLmg'}
3355,《指南录》,百度网盘密码：5259     ,{'百度网盘': 'https://pan.baidu.com/s/1geGmL27'}
127,976本6寸PDF格式书籍下载,百度网盘密码：gqna     ,{'百度网盘': 'http://pan.baidu.com/s/1bZVYDg'}
2736,《枪炮、病菌与钢铁 : 人类社会的命运》,百度网盘密码：84w7     ,{'百度网盘': 'https://pan.baidu.com/s/1o8pjJYE'}
5198,《雷雨》,百度网盘密码：ini8     ,{'百度网盘': 'http://pan.baidu.com/s/1pL4dSpX'}
1117,《人道天堂》,百度网盘密码：had5     ,{'百度网盘': 'http://pan.baidu.com/s/1bpHUAHh'}
803,《死亡名单》【全本】,百度网盘密码：nxb8     ,{'百度网盘': 'http://pan.baidu.com/s/1o8GR8sq'}
2739,《汉译世界学术名著丛书》,百度网盘密码：0vos     ,"{'百度网盘': 'http://pan.baidu.com/s/1geEsRrP', '普通下载': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491416905573&sk=ec36b691-4885-431b-831f-b8ff68e8524a_app&ufi=8132351314051726&token=cloud16&sig=BG0useQn8L9y3FQiHwWCCkw7%2F7Y%3D'}"
2942,《饥饿的盛世:乾隆时代的得与失》,百度网盘密码：az5g     ,{'百度网盘': 'https://pan.baidu.com/s/1eRMZU3C'}
3231,《精进:如何成为一个很厉害的人》,百度网盘密码：n2mn     ,{'百度网盘': 'http://pan.baidu.com/s/1i4CKMyh'}
6829,《中国文化之旅系列全集（套装共8册）》,百度网盘密码：2ed2     天翼云盘密码：8978,"{'百度网盘': 'http://pan.baidu.com/s/1nv78cnJ', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_26C25C5EE086DEFC1B7F08FC220A7FC5AED1CE8EC4B598F15FE5975207D4F56FF8C3EA1EA13323636C52D62350B63DCD35748FEAD17221428CB9305A985C5A8E224829952BC8BD32475119A903D89C97FCC258AC9C36E527D46578680AE867AC4963B47019D10BFF11B94289E32F579859CCF72F1AC4096B095046B2DC9431617554DAF3', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D8FB73F8A033842376B4F3D4DB357557EEE9218564B34E3B647BCD0B85CAEA15C8956F8DAF51FF08706A24867C4455D91E8900012F387B282ED711183B573A3E5520FA6C978687300A1A9F4C52EA7130071DECD9CFAF29DAA84E2766CEF014B8031C3C9FEA7DD4BB43696E0AD35F8FF795107A7AC3848552341C597FC28DB2175A62BE3B', None: 'http://cloud.189.cn/t/3aIJZbzAvamy'}"
1950,《哈佛凌晨四点半:哈佛大学送给青少年的好礼物》,百度网盘密码：jxkb     ,{'百度网盘': 'http://pan.baidu.com/s/1boXoxlH'}
995,《白门柳》（全3册）,百度网盘密码：3na5     ,{'百度网盘': 'http://pan.baidu.com/s/1ge1WU2n'}
366,《顾漫甜蜜三部曲》,百度网盘密码：u7se     ,{'百度网盘': 'http://pan.baidu.com/s/1i45VFCD'}
379,《匪我思存作品集》,百度网盘密码：y3ff     ,{'百度网盘': 'http://pan.baidu.com/s/1jIvu7Dc'}
1207,《韩寒作品集》,百度网盘密码：mmiy     ,{'百度网盘': 'http://pan.baidu.com/s/1nvjeyjZ'}
1626,《情商》,百度网盘密码：cjpf     ,{'百度网盘': 'http://pan.baidu.com/s/1dFK8ZVb'}
2656,《十四分之一 合集 (悬疑世界系列图书)》,百度网盘密码：cbe1     ,{'百度网盘': 'http://pan.baidu.com/s/1jHN73eQ'}
3630,《宽客人生:从物理学家到数量金融大师的传奇》,百度网盘密码：3j7j     ,{'百度网盘': 'https://pan.baidu.com/s/1eS2skp0'}
847,《极具恐怖》【全本】,百度网盘密码：rsex     ,{'百度网盘': 'http://pan.baidu.com/s/1nvaWk4L'}
2210,《地中海史诗三部曲之二：海洋帝国·地中海大决战》,百度网盘密码：53yn     ,{'百度网盘': 'http://pan.baidu.com/s/1dEIX0bB'}
3590,《乐府诗集 （全四冊）:傅增湘藏宋本》,百度网盘密码：aizp     ,{'百度网盘': 'http://pan.baidu.com/s/1c2ys14s'}
6166,《科学的视觉之旅（套装共5册）》,百度网盘密码：v3uy     天翼云盘密码：3627,"{'百度网盘': 'http://pan.baidu.com/s/1mhEKuzm', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_6092D90A83778601ACFA2DBA931EF18FE2C2D7595F53F9EA9DBBD5D7D206A63CF388F6D9DDFF5ECF78ECEDBBB25DC29CBEA937C10F01307A514D0420A931054DE34864F59A30B806E5B9B560BA159DABCBB366923987EAA0984EEF20B4C45B9DC8EB5149D80F2653B31FCB08006942141AC61B68B901E24486FA709769B1DEE4B556B1A0', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_53351866852DFB271FBA0B25364B99D51A353126F85D6814BEC5CA014D4F37284D4D38C5CA569253BD31412A858F8074372E4D640383BB44A9F420D5B9A9C2971E0AF013C5417687AD4D22DA2EE11CF4720C815DC000BFEA36D23446D1FD39D704FD87DD3069207D4B20137EDEE2AA1B29859CCE05899B2B1B9ACE4999FF74119D7FB10A', None: 'http://cloud.189.cn/t/nQN3EfMnAf2y'}"
861,《无限恐怖》【全本】,百度网盘密码：mxby     ,{'百度网盘': 'http://pan.baidu.com/s/1qYpJm7i'}
2898,《浮生六记》,百度网盘密码：udz5     ,{'百度网盘': 'https://pan.baidu.com/s/1o8u93UM'}
797,《南衙纪事》【全本】,百度网盘密码：u3hr     ,{'百度网盘': 'http://pan.baidu.com/s/1kUDtD7T'}
4707,《鸡皮疙瘩系列丛书（单本分册，中文套装5本+自制1本）》,百度网盘密码：w9de     360网盘密码：73be     ,{'百度网盘': 'http://pan.baidu.com/s/1hsDKTrI'}
9577,《天父地母+逃出母宇宙(套装2册) 》,百度网盘密码：lmlq     天翼云盘密码：7787,"{'百度网盘': 'http://pan.baidu.com/s/1qYASYAg', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491570735772&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=8149721318218134&token=cloud4&sig=F3yc5dfBfED6Qoihu5qINTUeeR0%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491570735763&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=6152221296022169&token=cloud4&sig=yjjPPp0b1DTCixSKesr%2FsB1EEds%3D', None: 'http://cloud.189.cn/t/6B7VBj6FRvya'}"
5132,《世界未解之谜大全集(超值白金版)》,百度网盘密码：bfb3     ,{'百度网盘': 'http://pan.baidu.com/s/1pKSQdS3'}
334,《货币战争》1-5,百度网盘密码：r9qw     ,{'百度网盘': 'http://pan.baidu.com/s/1sl3THV3'}
5591,《赫拉克勒斯十二宗疑案》,百度网盘密码：5vw4     ,"{'百度网盘': 'http://pan.baidu.com/s/1c2r9GdU', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491575416560&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=4152221309559525&token=cloud4&sig=8DSBsjqRzMhGzmk%2B%2B5bAoyOjUk0%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=51&expired=1491575416554&sk=3aa15fae-f706-4c9b-a29a-122fdfdf81f6_app&ufi=4152221309559568&token=cloud15&sig=ES13N587s4XM6B2%2FA6a8mWQ7Qg0%3D'}"
575,长相思全套1-3（全集1+2诉衷情+3思无涯第三部）,百度网盘密码：be6r     ,{'百度网盘': 'http://pan.baidu.com/s/1i4Xan57'}
1673,《芈月传》,百度网盘密码：xynk     ,{'百度网盘': 'http://pan.baidu.com/s/1eRSylOm'}
494,剑桥中国史全集,百度网盘密码：tuc6     ,{'百度网盘': 'http://pan.baidu.com/s/1i4KiRXV'}
1105,《男人这东西》,百度网盘密码：ru44     ,{'百度网盘': 'https://pan.baidu.com/s/1eR6fm4i'}
1401,《唐朝定居指南》,百度网盘密码：a5et     ,{'百度网盘': 'http://pan.baidu.com/s/1skX1gLJ'}
230,典藏中国（全17册）,百度网盘密码：2731     ,{'百度网盘': 'http://pan.baidu.com/s/1c2iF312'}
1791,《民国刺杀疑案》,百度网盘密码：3ix4     ,{'百度网盘': 'http://pan.baidu.com/s/1boS443P'}
1872,《岛上书店》,百度网盘密码：ap6r     ,{'百度网盘': 'http://pan.baidu.com/s/1bNgVVK'}
1765,《孤儿列车》,百度网盘密码：9xf5     ,{'百度网盘': 'http://pan.baidu.com/s/1cDnF0U'}
1348,《阿瑟·克拉克经典科幻超值套装》（套装共4册）,百度网盘密码：u8hx     ,{'百度网盘': 'http://pan.baidu.com/s/1dFbTssx'}
1706,《24个比利》,百度网盘密码：tmzq     ,{'百度网盘': 'http://pan.baidu.com/s/1pKZ74TX'}
376,《藏地密码》,百度网盘密码：8gh2     ,{'百度网盘': 'http://pan.baidu.com/s/1ge8bEvx'}
2035,《堂吉诃德(套装上下册)》,百度网盘密码：0a96     ,{'百度网盘': 'http://pan.baidu.com/s/1i52xL1F'}
2274,《消失的爱人》,百度网盘密码：7nag     ,{'百度网盘': 'http://pan.baidu.com/s/1o8hHDFW'}
1722,"《乖,摸摸头》",百度网盘密码：pyqa     ,{'百度网盘': 'http://pan.baidu.com/s/1jI6REJ0'}
4012,《卑鄙的圣人曹操•珍藏版大全集(套装10册) 》,百度网盘密码：rxfe     ,{'百度网盘': 'http://pan.baidu.com/s/1o8hJHAq'}
7452,《我和厄尔以及将死的女孩》,百度网盘密码：p5zd     天翼云盘密码：3836,"{'百度网盘': 'http://pan.baidu.com/s/1jI2VyRk', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_23A0ABCC13EE35C269D96A0E64FBBF79F14C52A6527CE3EA0A2A7719ED63F5E3C0FAE4CE08F8FB90EAD4D1F9E48B0525F3C9BAA0B83E55A56619E1F1FF93012542AB723CE568C296071C0AB8A48AD63A1C12AC69E352C12C1B5E73037466576C1DA796370D407AE1D11F08D4BEDCD459CB77A66618D43045D043E840110F306530CB0CDF', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4A44C02B866DAB5B3C43687D3878CBA2BB26CA34F772E739CFCB77D5EADB75473231AB0950D0639E98184E3A4FFBF7438754F47A418DB42F98332E95D26FF24521BC1CDD01EDE1D97AE8182D892ABC64E07FAAD7E623ED99CF30DC10D3544405E99E2E9F37AE069C5D66C861B57D3399EB8204A87F9D44517B4FE6BC6FA0B940F298527B', None: 'http://cloud.189.cn/t/i2mU3eYr2Ufi'}"
2926,《卡夫卡全集（插图本）全9卷》,百度网盘密码：eti9     ,{'百度网盘': 'https://pan.baidu.com/s/1c2mgw3Q'}
7179,《阴谋与爱情》,百度网盘密码：0k3r     天翼云盘密码：1053,"{'百度网盘': 'http://pan.baidu.com/s/1eR6kRmy', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_86EC02EFA02530A7B6ED1E1097C67D6B90E21CAB2914566FCAD36FC353B0B8A514ABFF0583AA15A9513701E00CC8AAA04EE23571AA718F5EDAB0F6D120CCF2EC442EF8A665635335DEA5E9F29DAD834FA9C843A1222FB538DD0974EA04FF7269DDB4AF068E355B8B07C46F0E3118102E7A00EF991FB8D864A2FAA2D02A7938FAC8C48261', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_B05FCFFA8693D22B0C3E5664AAFCFED8CBC346B9AFB5B37037927B00B1ED34519A7B2AD71D0B64E185FD17C831A2F438342FF0FBBBACCB93E0D8E276B5887C09080D9BDAA68E2139EAF1820105FFDE9A1A8389F48DF561C6E47C90591DD2F5A71B2B036F6A5A8DDF95F4927E3DF077684BB5A6AC8032973F9B4C22C4FD037FD8178FB411', None: 'http://cloud.189.cn/t/BveQBfEvUv2i'}"
3771,《中信国学大典·第5辑（《楚辞》、《唐诗三百首》、《宋词三百首》、《古文观止》、《世说新语》）》,百度网盘密码：4y18     ,"{'百度网盘': 'http://pan.baidu.com/s/1hsaH1bA', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498204328138&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149021543666766&token=cloud14&sig=1VCyPW0%2FVNyznUxKB1zmEcaoeZ0%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498204328130&sk=24578ED11A6242943B095C80BF002EEF&ufi=4139921539982310&token=cloud14&sig=WnyEffeR42MoNDIDY9j6NCFuR%2FE%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498204328145&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=5149821549668770&token=cloud3&sig=bNSMDslFAHpGOsPri8G249Cgu2Y%3D'}"
11365,《禁忌之地》,百度网盘密码：dhq1     ,"{'百度网盘': 'http://pan.baidu.com/s/1eSCCkOq', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499123616709&sk=24578ED11A6242943B095C80BF002EEF&ufi=9149821408755817&token=cloud14&sig=6G%2FgEjx5Has1nL78UTZmmuKXGHc%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499123616701&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=8152921415883725&token=cloud3&sig=7b9XuRfZEv0PlCIpsUo9lJQnrq0%3D'}"
3101,《飘(套装上下册)》,百度网盘密码：uvt6     ,{'百度网盘': 'http://pan.baidu.com/s/1eRLEpvO'}
599,《中国传统建筑十五讲》,百度网盘密码：smhd     ,{'百度网盘': 'http://pan.baidu.com/s/1o7Z7QT8'}
699,《国史大纲》 ,百度网盘密码：cuuv     ,{'百度网盘': 'http://pan.baidu.com/s/1eS0mMZo'}
749,《唐骑》,百度网盘密码：iza8     ,{'百度网盘': 'http://pan.baidu.com/s/1pLfBK4V'}
4776,《深夜食堂 （1-12卷）》,百度网盘密码：itic     360网盘密码： 90da     ,{'百度网盘': 'http://pan.baidu.com/s/1dFJWFVN'}
3587,《风之影》,百度网盘密码：e2tf     ,{'百度网盘': 'http://pan.baidu.com/s/1bAr9JC'}
527,《平凡的世界》,百度网盘密码：db7u     ,{'百度网盘': 'http://pan.baidu.com/s/1c1HBpNq'}
363,《南渡北归三部曲》,百度网盘密码：852p     ,{'百度网盘': 'http://pan.baidu.com/s/1bp7efLH'}
584,《白鹿原》,百度网盘密码：uwvj     ,{'百度网盘': 'http://pan.baidu.com/s/1czEISY'}
6215,《遗失在西方的中国史:法国彩色画报记录的中国1850-1937(套装共2册）》,百度网盘密码：vvxn     ,"{'百度网盘': 'https://pan.baidu.com/s/1jHKUaoe', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DEF3E29E669CA839DEC57323E945FDC0A53AD1597CBF652605AFB2FDEE2708AF8E0D3C859B3196C3508B2B6B51E8905B7EC2F0EF13EE46CB1C32B4644DB77B012FDD4FD06A6541BA9C41FD2D4350C3E2A456801D2971CA0C56A015FF1257C385CCC671D2A458F02D0B8292B7B8E15507945A07D9FD6763D9C1C1FB040998026985300FB1', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_5940F15C1CD82DEC75E8BA69D7A7A7BEA53B660064B87028BAAA59D8290D1E4C7C3706DB56ACB13412E92466852883FBFFBD7EB6762A4C3771493E96F412BCB6E5562C70159E4EF2E01F8F22E3B50BB3C358C6C0EE4640705C2151510D1130CE07964468B8B3F1E8905166DE0003CD1402F31C8359CD41F8CD4345817723D2DEBF34AAD9', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_531188B4785B837FD559E91BDA0A7C07E9B0CB016E7E740552FD9597D283F64CE53FFAF576B03E5EEE0300631387DE211AF57C3F70289FBFBD02062E98089E45721CB0AA5D20FA4A88F35B2F53B960657B128754E1418A19DDAD6C030D4E7552C06B50ADF9DAC370F9F27CDA3E1DFBADB93D0EA9A63CDB75F7FAA1E50E141B54BED1EEB2'}"
856,《上品寒士》【全本】,百度网盘密码：4hh2     ,{'百度网盘': 'http://pan.baidu.com/s/1skPsGs1'}
3098,《萧红全集(套装共5册)》,百度网盘密码：t6ir     ,{'百度网盘': 'https://pan.baidu.com/s/1qXLZKFa'}
868,《瓦尔登湖》,天翼云盘密码：7224,"{'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8B62512EA39BB3ED0A82FFB37A022486BAA616A3A56422864F8EE2DE65B10E10349F90C5F72613C59CEA7B8F237C165BF056398D6FFD8C8F7299D01697DA16A2F27321C26760551DFD6FF05579821EB96BEC2E0495737E6940C0B8065D8E281E3B799F6EA372D6545B59230373D3E4B4F42AEFFD9215715382CD0B95BF8D37AB57CF7452', None: 'http://cloud.189.cn/t/AFzMbqmIzaum'}"
2193,《经济学原理（宏观经济学分册+微观经济学分册）》,百度网盘密码：qiu5     ,{'百度网盘': 'http://pan.baidu.com/s/1o8yC5wI'}
1869,《生存与命运》,百度网盘密码：c9yk     ,{'百度网盘': 'http://pan.baidu.com/s/1qYVIgn6'}
1957,《太子妃升职记》,百度网盘密码：1ejt     ,{'百度网盘': 'http://pan.baidu.com/s/1o8piQl8'}
1463,《穆斯林的葬礼》,百度网盘密码：tvw5     ,{'百度网盘': 'http://pan.baidu.com/s/1c2bp6TU'}
1835,《西方六大帝国系列从书》,百度网盘密码：vbjp     ,{'百度网盘': 'http://pan.baidu.com/s/1gf8tSnp'}
1475,《老生常谈》,百度网盘密码：k7p2     ,{'百度网盘': 'http://pan.baidu.com/s/1c16NveK'}
3003,《战长沙 (纪念辛亥革命100周年重点出版物)》,百度网盘密码：dt7l     ,"{'百度网盘': 'http://pan.baidu.com/s/1pLjUCen', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497618783609&sk=6065D28083473231C78F3884E226D7DC&ufi=8154321459164220&token=cloud16&sig=sjUYeKNPFgvnHDxZeEaN25GqD3g%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497618783595&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=4149021451145799&token=cloud4&sig=flQxa86PbC27dP36vnaK8A5ZH5w%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1497618783601&sk=6065D28083473231C78F3884E226D7DC&ufi=8149121459193503&token=cloud16&sig=J6QLjutr1%2FssDYkNqjKRp3IeKUg%3D'}"
973,《求索中国-文革前十年史》,百度网盘密码：r733     ,{'百度网盘': 'http://pan.baidu.com/s/1mirT7EK'}
3145,《秒速5厘米（电影插图版）》,百度网盘密码：1im2     ,{'百度网盘': 'https://pan.baidu.com/s/1c2OayK4'}
2088,《鬼谷子绝学》,百度网盘密码：wsac     ,{'百度网盘': 'http://pan.baidu.com/s/1dFfXTHB'}
3575,《暗恋·橘生淮南》,百度网盘密码：3bcd     ,{'百度网盘': 'http://pan.baidu.com/s/1kUSWdYf'}
1715,《杀人鬼系列两部》,百度网盘密码：55x3     ,{'百度网盘': 'http://pan.baidu.com/s/1kUR8i15'}
15282,《真名实姓:英美最佳中篇科幻小说选》,百度网盘密码：btp3     ,"{'百度网盘': 'http://pan.baidu.com/s/1mhNdx4O', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500364552723&sk=6065D28083473231C78F3884E226D7DC&ufi=6130951577735026&token=cloud16&sig=F2I%2FMDaO93k8IL40BXYui%2BiUQX8%3D', None: 'https://page71.ctfile.com/dir/11851471-22946385-03ad30/', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500364552729&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=9149121594029655&token=cloud3&sig=Vl4pHGEr9dIs3KeAdtwEvPyO968%3D'}"
1509,《江南三部曲》,百度网盘密码：d8xr     ,{'百度网盘': 'http://pan.baidu.com/s/1dE8hsIX'}
3257,《生活正确指南，果壳帮你辟谣（套装共15册） 》,百度网盘密码：naoo     ,{'百度网盘': 'http://pan.baidu.com/s/1bpwYmHx'}
924,《2666》,百度网盘密码：yscx     ,{'百度网盘': 'http://pan.baidu.com/s/1hs58Gkc'}
81,kindle人全站资源分享-自购区8-20,百度网盘密码：6ae2     ,{'百度网盘': 'http://pan.baidu.com/s/1o7PxZZW'}
1832,《许倬云说历史系列》,百度网盘密码：fbvp     ,{'百度网盘': 'http://pan.baidu.com/s/1gfhp3B9'}
3228,《刘震云经典文集（共6册）》,百度网盘密码：g8ju     ,{'百度网盘': 'http://pan.baidu.com/s/1sl1VudZ'}
1688,《怪屋女孩》,百度网盘密码：bbm6     ,{'百度网盘': 'http://pan.baidu.com/s/1dFbTJXn'}
1032,《赫氏门徒》【全本】,百度网盘密码：k7tp     ,{'百度网盘': 'http://pan.baidu.com/s/1jIqBXps'}
1856,《人间词话》,百度网盘密码： iia3     ,{'百度网盘': 'http://pan.baidu.com/s/1nvhdtpB'}
3615,《北京人在纽约》,百度网盘密码：kks7     ,{'百度网盘': 'https://pan.baidu.com/s/1hrCNoS8'}
2910,《奥杜邦的祈祷》,百度网盘密码：7iv9     ,{'百度网盘': 'http://pan.baidu.com/s/1c1ZplnU'}
3650,《蜀山剑侠传（全十册）》,百度网盘密码：8rte     ,{'百度网盘': 'https://pan.baidu.com/s/1pLPG0ll'}
3638,《中国古典文学名著丛书（套装共8册）》,百度网盘密码：kug3     ,{'百度网盘': 'https://pan.baidu.com/s/1jIbLG5S'}
1801,《惊奇物语系列（套装3册）》,百度网盘密码：ie89     ,{'百度网盘': 'http://pan.baidu.com/s/1c1GXjHY'}
530,《密道追踪》,百度网盘密码：5ydr     ,{'百度网盘': 'http://pan.baidu.com/s/1nvbBFWd'}
2105,《开元悬疑录:将进酒》,百度网盘密码：nqj7     ,{'百度网盘': 'http://pan.baidu.com/s/1nu7REK5'}
1260,《李自成》,百度网盘密码：j22d     ,{'百度网盘': 'http://pan.baidu.com/s/1gePDTEr'}
1804,《乌盆记》,百度网盘密码：kxxn     ,{'百度网盘': 'http://pan.baidu.com/s/1qXDQU0O'}
2383,《长恨歌》,百度网盘密码：ei0n     ,{'百度网盘': 'http://pan.baidu.com/s/1jH4AntG'}
484,《第一日》【法】马克·李维,百度网盘密码：9sgp     ,{'百度网盘': 'http://pan.baidu.com/s/1gf4Uh8J'}
3000,《民国老教材（套装共五册）》,百度网盘密码：x2bc     ,{'百度网盘': 'http://pan.baidu.com/s/1jHRB9K6'}
1183,《阿加莎克里斯蒂作品集》,百度网盘密码：ayvk     ,{'百度网盘': 'http://pan.baidu.com/s/1kUOjLKr'}
844,《无尽武装》【全本】,百度网盘密码：wmns     ,{'百度网盘': 'http://pan.baidu.com/s/1eRIT5rc'}
6879,《柔然帝国传奇》,百度网盘密码：wiel     天翼云盘密码：2960,"{'百度网盘': 'http://pan.baidu.com/s/1kVnt1Wz', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_8D05B6E8AD0DDFA0D9C35DB0304A4D14B626EDD2A2D09B66BF7C8CE94D9CBF3ED56878D2FB93F79B9A5F9EAE22DBBAD58D8E5D5C8D44931EE639687665C0E475B2256953FB78717C8A0FD8ED0B1C8F569160DBB7072A2A1102CACA78429A557E2C465B46C3D5D9A8DCAFE92A7493A912B8E0FC05C6674F23D892188A5E9369BACEC1D631', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_2958BA255A5CE15C9A7E030CE2E0D1E799E4E344D6DC76FACEB14D095D118A3F01206072316B7BBAE419344A2B918934C1F7FF85F7DFD9A2677DA5128BCD39C734123309A84A0C41AE5A2D353C213217C283C29A831CF0E417C013F7E6D26A839D1ADE84AF19F798CC2C03F4D7C55B8A622A99928CF88F121A70FB8BF3738189464C3B5C', None: 'http://cloud.189.cn/t/63qURjzu6zyq'}"
1386,《唐朝穿越指南》（彩图版）,百度网盘密码：vqqu     ,{'百度网盘': 'http://pan.baidu.com/s/1jIczgSu'}
7192,《梁思成与他的时代》,百度网盘密码：af3v     天翼云盘密码：5255,"{'百度网盘': 'http://pan.baidu.com/s/1o8NfHQ6', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_54C2F563F3B04A5FF419215B090156B5ABFC5C4AEA28D1AF71A2C0B0973EE219D1EC46B916F418193796A6CB722C18B5DE01D4A006191155A2752CB99CBD405915DA7E4F5C0E51C0F59B84AEE34EC786EFEF581882DD0FD44B02F7069E6E595989E89501EB1AB179F7E2017D94B85EE5B24807C7B0B2D6BD9C075A1F5D24B463E27C667A', None: 'http://cloud.189.cn/t/vQbQN3byMZJn'}"
1410,《江户川乱步作品集》,百度网盘密码：tp5c     ,{'百度网盘': 'http://pan.baidu.com/s/1jIrsoqa'}
2387,《罗辑思维2》,百度网盘密码：ml1x     ,{'百度网盘': 'http://pan.baidu.com/s/1pKQeK1l'}
3267,《邓小平传》,百度网盘密码：pcq5     ,{'百度网盘': 'https://pan.baidu.com/s/1nvGWBgd'}
239,中国历朝通俗演义,百度网盘密码：fxp8     ,{'百度网盘': 'http://pan.baidu.com/s/1mi0ae1a'}
776,《庆余年》【全本】,百度网盘密码：ngew     ,{'百度网盘': 'http://pan.baidu.com/s/1ge6GmuZ'}
1398,《山楂树之恋》,百度网盘密码：11by     ,"{'百度网盘': 'http://pan.baidu.com/s/1jIP0ILg', None: 'https://page71.ctfile.com/dir/11851471-23483045-eb1123/'}"
226,簪中录（全四册）,百度网盘密码：kw3p     ,{'百度网盘': 'http://pan.baidu.com/s/1qYBxndU'}
388,《硅谷钢铁侠》,百度网盘密码：jgjs     ,{'百度网盘': 'http://pan.baidu.com/s/1dFt2PtZ'}
